4,0,4,4,4,4,4,4,4,4,4,4,1,4,//0
4,2,4,4,4,4,4,4,4,4,4,4,3,4,//0
4,0,4,4,4,4,4,4,4,4,4,4,1,4,//0
4,2,4,4,4,4,4,4,4,4,4,4,3,4,//0
4,0,4,4,9,4,4,4,4,4,4,4,1,4,//0
4,2,4,4,4,4,4,4,4,4,4,4,3,4,//0
4,0,4,4,4,4,4,4,9,4,4,4,1,4,//0
4,2,4,4,4,4,4,4,4,4,4,4,3,4,//0
4,0,4,4,4,4,4,4,4,4,4,4,1,4,//0
4,2,4,4,4,10,4,4,4,4,4,4,3,4,//0
4,2,63,57,60,57,63,57,63,57,57,63,60,4,//1
4,0,4,4,4,4,4,4,4,4,4,4,4,4,//1
4,2,4,4,4,4,4,4,4,4,4,4,4,4,//1
4,0,4,4,4,4,4,4,4,4,4,4,4,4,//1
4,2,4,4,4,4,4,4,4,4,4,4,4,4,//1
4,0,4,4,4,4,4,4,4,4,4,4,4,4,//1
4,2,4,4,4,4,4,4,4,4,4,4,4,4,//1
4,0,4,4,4,4,4,4,4,4,4,4,4,4,//1
4,2,4,4,4,4,4,9,4,4,4,4,4,4,//1
4,0,4,4,4,4,4,4,4,4,4,4,8,4,//1
4,63,59,61,61,59,62,63,62,59,63,62,3,4,//2
4,4,4,4,4,4,4,4,4,4,4,4,1,4,//2
4,4,4,4,4,4,4,4,4,4,4,4,3,4,//2
4,4,4,4,4,4,4,4,4,4,4,4,1,4,//2
4,4,4,4,4,4,4,4,4,4,4,4,3,4,//2
4,4,4,4,4,4,4,4,4,4,4,4,1,4,//2
4,4,4,4,4,4,4,4,4,4,4,4,3,4,//2
4,4,4,4,4,4,4,11,4,4,4,4,16,4,//2
4,4,4,4,4,4,4,12,4,4,4,4,18,4,//2
4,6,5,6,6,5,6,5,6,5,6,5,6,4,//2
4,0,4,4,4,4,4,4,4,4,4,4,61,4,//3
4,2,4,4,4,4,4,4,4,4,4,4,4,4,//3
4,0,4,4,4,4,4,4,4,4,4,4,4,4,//3
4,2,4,4,4,4,4,4,4,4,4,4,4,4,//3
4,0,4,4,10,4,4,4,4,4,4,4,4,4,//3
4,2,4,4,4,4,4,4,4,4,4,4,4,4,//3
4,0,4,4,4,4,4,4,4,4,4,4,4,4,//3
4,17,4,4,4,4,4,4,4,4,4,4,4,4,//3
4,15,4,4,4,4,4,4,4,4,4,4,4,4,//3
